43FD776C	0003B055	0.0
43FD776C	0005FC5A	0.0
43FD776C	000CF342	0.0
43FD776C	0011114D	0.0
43FD776C	0011EAC4	0.015383252081743761
43FD776C	0014A048	0.0
43FD776C	001C3B8F	0.0
43FD776C	00243975	0.0014040657235174366
43FD776C	0027E0B8	0.0
43FD776C	002932B0	0.0
43FD776C	003BDEE2	0.007020328617587202
43FD776C	003E7116	0.0
43FD776C	00433890	0.0
43FD776C	0045D019	0.0
43FD776C	0045D9F6	0.0
43FD776C	00493E54	0.0
43FD776C	004B1FBC	0.0
43FD776C	004CA7A3	0.0
43FD776C	004E3300	0.0
43FD776C	005237C4	0.008897371806440086
43FD776C	0056B275	0.02456307581511992
43FD776C	006329B3	0.047886406402126803
43FD776C	006952C5	0.0
43FD776C	00725F06	0.0027292306461244357
43FD776C	0073ECCC	0.0
43FD776C	00784876	0.17857173961911607
43FD776C	007B4591	0.0
43FD776C	007B68B5	0.0
43FD776C	007D2F41	0.0
43FD776C	008ED3A6	0.0
43FD776C	0092C1B8	0.0
43FD776C	00962EEC	0.0
43FD776C	009779A9	0.008424394341104645
43FD776C	009F903A	0.0028081314470348806
43FD776C	00A3C9C2	0.0
43FD776C	00A52A7E	0.0
43FD776C	00A87317	0.0
43FD776C	00BBEBAA	0.0014040657235174414
43FD776C	00BC8D07	0.0
43FD776C	00BDF5D6	0.0014040657235174403
43FD776C	00C50601	0.0028081314470348815
43FD776C	00C86936	0.0
43FD776C	00CC80B3	0.0
43FD776C	00CD8766	0.0
43FD776C	00CE2969	0.0
43FD776C	00D40E2B	0.003096278945526482
43FD776C	00D4F325	0.0
43FD776C	00D956B2	0.009828460064622081
43FD776C	00E5C27A	0.0
43FD776C	00EE209B	0.0014040657235174403
43FD776C	00F1EE39	0.0
43FD776C	00F8422C	0.0
43FD776C	00F87E5D	0.0
43FD776C	00F94921	0.0
43FD776C	00F9B76E	0.024010979844415883
43FD776C	00FA1C18	0.0
43FD776C	00FB0CDD	0.0
43FD776C	00FD6FCE	0.0
43FD776C	00FF56A8	0.03836534671054799
43FD776C	0108016A	0.0
43FD776C	0108DAB7	0.0
43FD776C	01109E6D	0.002808131447034881
43FD776C	01124466	0.0
